APK tot;Bouwjaar;Brandstof;Carrosserie;Kenteken;Kilometerstand;Kosten p/m;Merk & Model;Motorinhoud;Opties;Prijs;SellersName;Transmissie;Uitvoering;Vermogen;adDate;description;location;saved;url;views;Centrale vergrendeling;USB;Airconditioning;Elektrische ramen;Lichtmetalen velgen;Metallic lak;Trekhaak;Cruise Control;Bluetooth;Radio;ABS;Airbags;Boordcomputer;Schuifdeur;/0;Datum van registratie;Parkeersensor;Alarm;Elektrische buitenspiegels;Topsnelheid;Startonderbreker;Traction-control;Mistlampen;Verwarmde buitenspiegels;Energielabel;Verbruik;Electronic Stability Program (ESP);Bekleding leder;APK;Navigatiesysteem;Climate control;4x4;Parkeerassistent;Parkeercamera;Open dak;Stoelverwarming;Isofix;Stuurwielverwarming;Emergency brake assist;Xenon verlichting;Garantie;Sportpakket;Sportstoelen;Adaptive Cruise Control;Elektrische stoelverstelling;Elektrische achterklep;Adaptieve lichten;Panoramadak;Keyless entry;Spraakbediening;Dodehoekdetectie
23 oktober 2020;2007;Diesel;Gesloten Wagen;78-VJJ-5;238978;;Volkswagen Transporter;1.896 cc;;3650;Autobedrijf G Dol bv;Handgeschakeld 5 versnellingen;- 1.9 TDI Airco;84;29 apr. '20, 06:08; Volkswagen Transporter - 1.9 TDI Airco    Kenteken: 78-VJJ-5 APK tot: 23-10-2020 Tellerstand: 238978 KM Carrosserievorm: Bestel Aantal deuren: 4 Brandstofsoort: Diesel Bouwjaar: 2007 Transmissie: Handgeschakeld Kleur: geel Motorinhoud: 1896 cc Aantal cilinders: 4 Motorcode: BRR Vermogen: 62 kW Ledig gewicht: 1692 kg Aantal zitplaatsen: 3 BTW/Marge: BTW aftrekbaar, de prijs is exclusief BTW Motorrijtuigenbelasting: € 106 per kwartaal    Exterieur Achterklep met ruit Warmtewerend glas Zijschuifdeur rechts  Interieur Airco Boordcomputer Stuur verstelbaar Stuurbekrachtiging  Overige ASR Anti Blokkeer Systeem Anti doorSlip Regeling Bestuurdersairbag ESD Elektronisch Sper Differentieel Passagiersairbag  Veiligheid Alarm klasse 1(startblokkering)       Autobedrijf G Dol bv  Rijnsburgerweg 48a  2215RC Voorhout  0252-251142  gdol67@msn.com;Voorhout;5;https://link.marktplaats.nl/m1543433579;224;;;true;;;;;;;;true;true;true;true;true;22 augustus 2007;;true;;;true;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2010;Diesel;Gesloten Wagen;4-VFZ-00;207209;;Volkswagen Transporter;1.968 cc;;6225;;Handgeschakeld;2.0 TDI L1H1 T800 DC Comfortline / Airco / Navi / LMV;84;07 mei '20, 12:36; Volkswagen Transporter 2.0 TDI L1H1 T800 DC Comfortline / Airco / Navi / LMV  Carrosserievorm: Bestelauto Transmissie: 5 versnellingen, Handgeschakeld Kleur: Wit Aandrijving: Voorwielaandrijving Aantal cilinders: 4 Ledig gewicht: 1.857 kg Laadvermogen: 818 kg GVW: 2.600 kg Wielbasis: 300 cm Acceleratie (0-100): 19,7 s Topsnelheid: 146 km/u Aantal zitplaatsen: 3 Brandstofverbruik in de stad: 9,5 l/100km (1 op 10,5) Brandstofverbruik op de snelweg: 6,1 l/100km (1 op 16,4) CO2 uitstoot: 193 g/km Onderhoudsboekjes: Aanwezig Aantal sleutels: 2 (2 handzenders) BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 115 per kwartaal  Optiepakketten Elektrisch-pakket (Buitenspiegels elektrisch inklapbaar, Buitenspiegels elektrisch verstelbaar, Buitenspiegels verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor)  Comfort & Interieur Airco Audio-navigatie full map Boordcomputer Elektrische ramen voor  Exterieur Achterklep met ruit Buitenspiegels elektrisch inklapbaar Buitenspiegels elektrisch verstelbaar Buitenspiegels verwarmbaar Bumpers in carrosseriekleur Centrale deurvergrendeling met afstandsbediening Elektronisch sperdifferentieel Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Airbag passagier Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Electronic Stability Program ESP Startblokkering Traction control  Overig Lichtmetalen Velgen   Mooie Volkswagen Transporter uit 2010 !  Auto ziet er van binnen en buiten netjes uit.  Auto rijdt en schakelt goed.  Bij aflevering nieuwe APK en Afleveringsbeurt !  EX BTW !  Bel 0646135940 of 0653832754  LET OP WIJ WERKEN VANUIT 2 VESTIGINGEN !  Uw vertrouwelijke garage voor in en verkoop van autos en alle reparaties en apk APK zonder afspraak !  Onze adressen zijn:  Valkenierstraat 33 2984AZ Ridderkerk  Noordenweg 35 2984AG Ridderkerk  Bel van te voren waar de auto staat !  onze openingstijden zijn Maandag - Vrijdag van 8:00 uur tot 18:30 Zaterdag van 9:00 uur tot 17:00 uur De rest van de dagen en uren kan op afspraak !  Autobedrijf Bilik Valkenierstraat 33 2984AZ Ridderkerk Tel: 0180-412432 E-mail: info@autobedrijfbilik.nl;Ridderkerk;3;https://link.marktplaats.nl/m1547739492;135;true;;true;true;true;;;;;;true;true;true;true;true;14 januari 2010;;;true;146 km/h;true;true;;true;;13,7 km/l;true;;Bij aflevering;true;;;;;;;;;;;;;;;;;;;;;
04 januari 2021;2006;Diesel;Gesloten Wagen;18-BV-PS;324015;;Volkswagen Transporter;1.896 cc;;2750;;Handgeschakeld 5 versnellingen;1.9 TDI 300 T800 2006 marge!;86;07 mei '20, 16:00; Volkswagen Transporter 1.9 TDI 300 T800 2006 marge!  Carrosserievorm: Bestelauto Kleur: Wit Aandrijving: Voorwielaandrijving Aantal cilinders: 4 Ledig gewicht: 1.692 kg Laadvermogen: 908 kg GVW: 2.600 kg Max. trekgewicht: 2.200 kg Wielbasis: 30 cm Bekleding: Stof Onderhoudsboekjes: Aanwezig Aantal sleutels: 2 (1 handzender) BTW/marge: BTW niet verrekenbaar voor ondernemers (margeregeling) Motorrijtuigenbelasting: € 104 per kwartaal  Comfort & Interieur Stuurbekrachtiging Stuur verstelbaar  Exterieur Achterklep met ruit Elektronisch sperdifferentieel Warmtewerend glas Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Startblokkering Traction control  Overig electrische ramen trekhaak Tussenschot volledig   Bezoek ook eens onze website met de actuele voorraad. WWW.AUTOBEDRIJFBOSS.NL  Inruil van uw oude voertuig mogelijk. Directe vrijwaring van uw oude voertuig.  Auto op afbetaling ook mogelijk. Kijk voor de mogelijkheden op onze website.  Wij verzorgen export. Inclusief groene kaart (verzekering), kentekenplaten en douanedocumenten.   Openingstijden: Maandag t/m vrijdag van 9.00 u tot 17.00 u. Zaterdag van 10.00 u tot 15.00 u.  WhatsApp ook mogelijk.  Autobedrijf Boss Mollekade 23A 3274LN HEINENOORD Tel: 0618998249 E-mail: autobedrijfboss@outlook.com;Heinenoord;2;https://link.marktplaats.nl/m1547826975;103;;;;true;;;true;;;;true;;;true;true;10 januari 2006;;;;146 km/h;true;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2007;Diesel;Gesloten Wagen;44-VDS-7;222118;;Volkswagen Transporter;2.461 cc;;6475;;Automaat 6 versnellingen;2.5 TDI 340 MHD 2.5.tdi.lange uitv.automaat.leer.cruise control.electr.ramen.trekhaak.;131;03 mei '20, 13:38;" Volkswagen Transporter 2.5 TDI 340 MHD 2.5.tdi.lange uitv.automaat.leer.cruise control.electr.ramen.trekhaak.  Carrosserievorm: Bestelauto Transmissie: Automaat Aandrijving: Voorwielaandrijving Aantal cilinders: 5 Ledig gewicht: 1.797 kg Laadvermogen: 1.003 kg GVW: 2.800 kg Wielbasis: 340 cm Aantal zitplaatsen: 2 Aantal sleutels: 2 BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 109 per kwartaal  Optiepakketten Comfort-pakket (Buitenspiegels elektrisch verstelbaar, Buitenspiegels verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor)  Comfort & Interieur Airco Boordcomputer Elektrische ramen voor Radio CD-speler Stuurbekrachtiging Stuur verstelbaar  Exterieur Achterdeuren met ruiten Achterklep met ruit Buitenspiegels elektrisch verstelbaar Buitenspiegels verwarmbaar Centrale deurvergrendeling met afstandsbediening Elektronisch sperdifferentieel Lichtmetalen velgen 17"" Metallic lak Warmtewerend glas Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Cruise control ESP Parkeersensor voor en achter Startblokkering Traction control  Overig ASR dealer onderhouden trekhaak. Tussenschot volledig zeer mooie en technisch goed onderhouden auto Zijruit rechts in laadruimte   Auto-Tewes is gevestigd op de Jagerlaan 66B te Zeist.  Auto-Tewes is een begrip in Zeist en omstreken. Het bedrijf is opgericht in april 1964 door Ben Tewes SR. toen gevestigd aan de Antonlaan 37 39 in Zeist. In het jaar 2000 nam zijn zoon Ben Tewes JR. het bedrijf over en verplaatste het autobedrijf naar de Jagerlaan 66B in het centrum van Zeist waar meer ruimte voor uitbreiding was. Auto-Tewes heeft een gemiddelde voorraad staan van ongeveer 70 a 80 occasions in de prijsklasse van € 1000 tot € 15.000. Alle auto’s worden afgeleverd inclusief een afleveringsbeurt en een nieuwe APK. Dit zit bij de verkoopprijs inbegrepen. Inruil van uw huidige auto is ook mogelijk bij ons.  Wij hopen U een keer te ontmoeten in ons bedrijf waar U altijd welkom bent.  Voor meer informatie kunt u bellen naar 030-6918680 of 06-54928533  Auto Tewes Jagerlaan 66B 3701XL Zeist Tel: 06-54928533 E-mail: auto-tewes@ziggo.nl";Zeist;4;https://link.marktplaats.nl/m1545806326;142;true;;true;true;true;true;true;true;;true;true;;true;true;true;25 januari 2007;true;;true;;true;true;;true;;;true;true;Bij aflevering;;;;;;;;;;;;;;;;;;;;;;
06 november 2020;2008;Diesel;Gesloten Wagen;54-VKP-3;273679;;Volkswagen Transporter;1.896 cc;;7650;;Handgeschakeld 5 versnellingen;1.9 TDI 102 PK E.C. MARGE + AIRCO;102;07 mei '20, 18:21; Enkel cabine Transporter 1.9 TDI 102 PK, 2 zitplaatsen, Koppeling + vliegwiel vervangen in 2019, Airco, Armleuningen, Houten laadvloer en aftimmering laadruimte, Radio/CD Volkswagen, RVS sidebars,...  Volkswagen Transporter 1.9 TDI 102 PK E.C. MARGE + AIRCO  Algemene gegevens  Tellerstand: 273.679 km Carrosserievorm: Bestelauto Aantal deuren: 4 Brandstofsoort: Diesel Bouwjaar: feb 2008 Transmissie: Handgeschakeld Kleur: Grijs metallic  Technische gegevens  Motorinhoud: 1.896 cc Aantal cilinders: 4 Vermogen: 75 kW (102 PK) Wielbasis: 300 cm Ledig gewicht: 1.692 kg Laadvermogen: 1.108 kg GVW: 2.800 kg  Functionaliteit  Aantal zitplaatsen: 3  Financiële gegevens  Motorrijtuigenbelasting: € 104 per kwartaal BTW/Marge: Marge (Bedrijven kunnen geen BTW terugvorderen van de belasting)  Exterieur Achterklep met ruit Elektronisch Sper Differentieel Warmtewerend glas Zijschuifdeur rechts  Interieur Boordcomputer Stuurbekrachtiging Stuur verstelbaar  Veiligheid Airbag bestuurder Alarm klasse 1(startblokkering) Anti Blokkeer Systeem Anti doorSlip Regeling   Enkel cabine Transporter 1.9 TDI 102 PK, 2 zitplaatsen, Koppeling + vliegwiel vervangen in 2019, Airco, Armleuningen, Houten laadvloer en aftimmering laadruimte, Radio/CD Volkswagen, RVS sidebars, Trekhaak, Marge auto / geen bijkomende BTW.  Géén gewijzigde openingstijden i.v.m. het Coronavirus: iedere werkdag geopend van 08.00 tot 21.00 uur en zaterdag van 09.00 tot 17.00 uur. Wij hebben een buitenterrein van ruim 10.000 vierkante meter en een ruime showroom, er is dus ruimte genoeg om de 1,5 meter afstand te houden. De door ons genoemde communicatieadviesprijzen zijn inclusief onvermijdbare kosten benodigd voor levering van de auto. Optionele pakketten en-/of uitrusting zijn altijd een keuze van de consument en worden tegen meerprijs geleverd. Voor meer foto's van dit voertuig bezoekt u onze website www.hazet.nl. Inruil- en financiering van uw auto is mogelijk. Tevens financial lease beschikbaar met zeer gunstige tarieven en acceptatievoorwaarden, ook voor ZZP’ers. Ons adres: Transitoweg 2, 4051 CA, Ochten. Wij zijn telefonisch bereikbaar op: +31344642819 en tijdens openingstijden via Whatsapp: +31633025511 (bellen naar dit nummer is niet mogelijk).;Ochten;0;https://link.marktplaats.nl/m1547883298;47;;;;;;true;;;;;true;;true;true;true;12 februari 2008;;true;;;true;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19 september 2020;2006;Diesel;Gesloten Wagen;16-BV-PP;362785;;Volkswagen Transporter;2.461 cc;;2950;;Automaat 6 versnellingen;2.5 TDI 300 Automaat Airco Cruise Control;131;21 apr. '20, 12:27;" Volkswagen Transporter 2.5 TDI 300 Automaat Airco Cruise Control  Carrosserievorm: Bestelauto Transmissie: Automaat Kleur: Grijs Aandrijving: Voorwielaandrijving Aantal cilinders: 5 Ledig gewicht: 1.767 kg Laadvermogen: 875 kg GVW: 2.800 kg Wielbasis: 300 cm Aantal zitplaatsen: 3 BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 109 per kwartaal  Comfort & Interieur 2 zitplaatsen rechtsvoor Airco Elektrische ramen voor Stuurbekrachtiging Stuur verstelbaar  Exterieur Achterklep met ruit Centrale deurvergrendeling met afstandsbediening Elektronisch sperdifferentieel Lichtmetalen velgen 16"" Metallic lak Warmtewerend glas Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Cruise control Startblokkering Traction control  Overig airco (automatisch) betonplex in laadruimte centrale deurvergrendeling met afstandsbediening grijs kenteken nationale autopas tussenschot volledig   prijs is vaste aanbieding ! km stand 362.000  Financial Lease mogelijk vanaf Bouwjaar 2009   LET OP ! Voor meer informatie of een bezichtiging graag bellen! (niet op zondag) op mail word niet altijd gereageerd  Openingstijden: Maandag 09.00-17.00 Disndag op afspraak Woensdag op afspraak Donderdag op afspraak Vrijdag 09.00-17.00 Zaterdag 09.00-13.00 Zondag GESLOTEN  Buiten openingstijden op afspraak mogelijk  Aalberts Bedrijfswagens BV Scheggertdijk 82A 7218NP ALMEN Tel: 0614727088 E-mail: info@aalberts-autos.nl";Almen;22;https://link.marktplaats.nl/m1539928841;580;true;;true;true;true;true;;true;;;true;;;true;true;02 januari 2006;;;;164 km/h;true;true;;;;;;;;;true;;;;;;;;;;;;;;;;;;;;
20 februari 2021;2010;Diesel;Gesloten Wagen;1-VSJ-60;262416;;Volkswagen Transporter;1.968 cc;;5450;;Automaat;2.0 TDI 132KW OPRUIMING Automaat Airco;180;18 mei '20, 10:49;"Volkswagen Transporter 2.0 TDI 132KW OPRUIMING Automaat Airco

Carrosserievorm: Bestelauto
Transmissie: Automaat
Kleur: Zilver metallic
Aandrijving: Voorwielaandrijving
Aantal cilinders: 4
Ledig gewicht: 1.880 kg
Laadvermogen: 924 kg
GVW: 2.800 kg
Wielbasis: 300 cm
Acceleratie (0-100): 10,0 s
Topsnelheid: 191 km/u
Aantal zitplaatsen: 2
Brandstofverbruik in de stad: 9,9 l/100km (1 op 10,1)
Brandstofverbruik op de snelweg: 6,6 l/100km (1 op 15,2)
CO2 uitstoot: 208 g/km
BTW: De getoonde prijs is exclusief BTW
BTW/marge: BTW verrekenbaar voor ondernemers
Motorrijtuigenbelasting: € 115 per kwartaal

Comfort & Interieur
Airco
Boordcomputer
Elektrische ramen voor
Multimedia-voorbereiding

Exterieur
Achterdeuren met ruiten
Achterklep
Centrale deurvergrendeling met afstandsbediening
Elektronisch sperdifferentieel
Metaalkleur parelmoer
Zijschuifdeur rechts

Veiligheid
ABS
Airbag bestuurder
Airbag passagier
Anti Blokkeer Systeem
Anti Slip Control
Automatisch Sper Differentieel
Cruise control
Electronic Stability Program
ESP
Startblokkering
Traction control

Overig
ASR
centrale deurvergrendeling met afstandsbediening
grijs kenteken
nationale autopas
tussenschot volledig


CORONA OPRUIMING normale prijs 6450,-inruil beperkt mogelijk op normale prijs

Financial Lease mogelijk vanaf Bouwjaar 2009


LET OP ! Voor meer informatie of een bezichtiging graag bellen! (niet op zondag)
op mail word niet altijd gereageerd

Openingstijden:
Maandag 09.00-17.00
Disndag op afspraak
Woensdag op afspraak
Donderdag op afspraak
Vrijdag 09.00-17.00
Zaterdag 09.00-13.00
Zondag GESLOTEN

Buiten openingstijden op afspraak mogelijk

Aalberts Bedrijfswagens BV
Scheggertdijk 82A
7218NP ALMEN
Tel: 0614727088
E-mail: info@aalberts-autos.nl";Almen;0;https://link.marktplaats.nl/m1552408151;86;true;;true;true;;true;;true;;;true;true;true;true;true;15 juni 2010;;;;191 km/h;true;true;;;;12,82 km/l;true;;;;;;;;;;;;;;;;;;;;;;;;
06 februari 2021;2008;Diesel;Gesloten Wagen;96-VPJ-8;261129;;Volkswagen TRANSPORTER;1.896 cc;;4995;;Handgeschakeld 5 versnellingen;TRANSPORTER BESTEL 1.9 TDI 62 KW Gereviseerde Versnellingsbak!;84;08 mei '20, 07:01; Voor vragen kunt u contact op nemen met Erik Pijnenburg mob.nr. 0653311467  Prijs is excl. BTW  Opties en Extra's  Airbag Bestuurder Airbag Passagier Airconditioning Buitenspiegels inklapbaar Centrale deurvergrendeling, afstandbediend Centrale deurvergrendeling, handbediend Cruise control El. verstelbare spiegels Elektrische ramen voor Park control achter Stuurbekrachtiging Trekhaak, vast Tussenschot armleuningen schuifdeur versnellingsbak gereviseerd Koppeling vervangen        Garagebedrijf Erik Pijnenburg  Industrieweg 27 5688 DP Oirschot Tel: 0653311467 Mob: 0653311467 Fax: 049930295 Email: garagebedrijferikpijnenburg@hetnet.nl;Oirschot;1;https://link.marktplaats.nl/m1547986361;80;true;;true;true;;;true;true;;;;true;;;true;;true;;true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2010;Diesel;Gesloten Wagen;2-VJT-70;217648;;Volkswagen Transporter;1.968 cc;;13999;;Automaat 6 versnellingen;2.0 TDI LANG DC (140 PK) MARGE;140;08 mei '20, 07:08; Volkswagen Transporter 2.0 TDI LANG DC (140 PK) MARGE  Carrosserievorm: Bestelauto Transmissie: 7 versnellingen, Automaat Kleur: Zilver metallic Aandrijving: Voorwielaandrijving Aantal cilinders: 4 Ledig gewicht: 1.905 kg Laadvermogen: 920 kg GVW: 2.800 kg Wielbasis: 340 cm Acceleratie (0-100): 12,5 s Topsnelheid: 172 km/u Bekleding: Stof Interieurkleur: Donkergrijs Aantal zitplaatsen: 5 Brandstofverbruik in de stad: 10,1 l/100km (1 op 9,9) Brandstofverbruik op de snelweg: 6,6 l/100km (1 op 15,2) Onderhoudsboekjes: Aanwezig (dealer onderhouden) Aantal sleutels: 2 (2 handzenders) BTW/marge: BTW niet verrekenbaar voor ondernemers (margeregeling) Motorrijtuigenbelasting: € 115 per kwartaal  Optiepakketten Comfort-pakket (Airco, Buitenspiegels elektrisch verstelbaar, Buitenspiegels verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor, Halogeen mistlampen) Licht en zicht-pakket (Binnenspiegel automatisch dimmend, Regensensor) Premium-pakket (Airco, Binnenspiegel automatisch dimmend, Buitenspiegels elektrisch verstelbaar, Buitenspiegels verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Cruise control, Elektrische ramen voor, Mistlampen adaptief, Regensensor)  Comfort & Interieur Airco Autotelefoonvoorbereiding met Bluetooth Bandenspanningscontrolesysteem Binnenspiegel automatisch dimmend Boordcomputer Elektrische ramen voor Lederen stuurwiel  Exterieur Achterdeuren met ruiten Buitenspiegels elektrisch verstelbaar Buitenspiegels verwarmbaar Bumpers in carrosseriekleur Centrale deurvergrendeling met afstandsbediening Elektronisch sperdifferentieel Halogeen mistlampen Lat-om-lat betimmering laadruimte Mistlampen adaptief Zijschuifdeur rechts  Veiligheid ABS Airbag bestuurder Airbag passagier Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Cruise control Electronic Stability Program ESP Parkeersensor achter Regensensor Startblokkering Traction control  Overig 12 volt aansluiting airco cruisecontrol Elektrisch verstelbare buitenspiegels Houten vloer in laadruimte Lat om lat betimmering Reservewiel Telefoon voorbereiding trekhaak Verstelbaar stuurwiel Zij schuifdeur Rechts Zonneklep met spiegel   Zeer nette, luxe uitgevoerde Volkswagen Transporter 2.0 TDI LANG DC (140 PK).  Deze bus is o.a. voorzien van: trekhaak, automaat, bumpers, spiegels en handgrepen in carrosseriekleur, glaslook panelen, lichtmetalen velgen enz.  Eventueel andere velgen mogelijk.  Deze bus is vrij van btw en bpm (dus marge).  Garage 't Centrum Eperweg 64b 8084HJ 'T HARDE Tel: 0525651320 E-mail: info@garagetcentrum.nl Wij zijn aangesloten bij de BOVAG;'t Harde;6;https://link.marktplaats.nl/m1547988535;143;true;;true;true;;true;true;true;;;true;true;true;true;true;16 september 2010;true;;true;;true;true;true;true;;12,66 km/l;true;;Bij aflevering;;;;;;;;;;;;;;;;;;;;;;
;2010;Diesel;Gesloten Wagen;8-VHK-92;278510;;Volkswagen Transporter;2.000 cc;;5995;;Handgeschakeld;2.0 TDI L2H1 DC Comfortline * LANG *;102;08 mei '20, 08:29;" Volkswagen Transporter 2.0 TDI L2H1 DC Comfortline * LANG *  Carrosserievorm: Bestelbus Transmissie: 5 versnellingen, Handgeschakeld Kleur: Zwart metallic Aantal cilinders: 4 Ledig gewicht: 1.895 kg Wielbasis: 340 cm Acceleratie (0-100): 15,3 s Topsnelheid: 157 km/u Bekleding: Stof Interieurkleur: black Aantal zitplaatsen: 3 Brandstofverbruik in de stad: 9,5 l/100km (1 op 10,5) Brandstofverbruik op de snelweg: 6,1 l/100km (1 op 16,4) CO2 uitstoot: 193 g/km Emissieklasse: Euro 5 Aantal sleutels: 2 BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 115 per kwartaal  Opties en accessoires  2 zitplaatsen rechtsvoor Achterklep Achterklep met ruit Airbag bestuurder Airbag opzij voor Airbag passagier Airconditioning Antiblokkeersysteem (ABS) Antislipregeling (ASR) Boordcomputer Buitenspiegels elektrisch inklapbaar Bumpers in carrosseriekleur Centrale deurvergrendeling Centrale deurvergrendeling afstandbediening Cruise control Elektrisch-pakket Elektrisch bedienbare ramen voor Elektrisch verstelbare buitenspiegels Lichtmetalen velgen Lichtmetalen velgen 16"" Mistlampen voor Ruitenwisser achter Sperdifferentieel Stabiliteitsregeling (ESP) Startonderbreking Verwarmbare buitenspiegels Zijschuifdeur Zijschuifdeur rechts   Aangeboden: Volkswagen Transporter  - 3 Persoons - Airco - Mistlampen - Deuren achter - Verlengd l2 - Lichtmetalen velgen - Apk 05-2020 - Cruise controle  Bel voor meer informatie of een bezichtiging: 0626776769  Midden Nederland Auto's B.V. Kerkwegje 21 3882BA Putten Tel: 0626776769 E-mail: matshemel@gmail.com";Putten;1;https://link.marktplaats.nl/m1548018948;315;true;;true;true;true;true;;true;;;true;true;true;true;true;05 mei 2010;;;true;;true;true;true;true;;13,7 km/l;true;;Bij aflevering;;;;;;;;;;;;;;;;;;;;;;
23 september 2020;2007;Diesel;Gesloten Wagen;54-VHB-1;195803;;Volkswagen Transporter;1.896 cc;;3750;;Handgeschakeld 5 versnellingen;1.9 TDI 300 T800;102;08 mei '20, 08:45;" Volkswagen Transporter 1.9 TDI 300 T800  Algemene gegevens  Tellerstand: 195.803 km Carrosserievorm: Bestelbus Aantal deuren: 4 Brandstofsoort: Diesel Bouwjaar: jun 2007 Transmissie: Handgeschakeld  Technische gegevens  Motorinhoud: 1.896 cc Aantal cilinders: 4 Vermogen: 75 kW (102 PK) Wielbasis: 300 cm Ledig gewicht: 1.692 kg Laadvermogen: 908 kg GVW: 2.600 kg Max. trekgewicht: 2.200 kg  Functionaliteit  Aantal zitplaatsen: 3  Financiële gegevens  Motorrijtuigenbelasting: € 104 per kwartaal BTW/Marge: excl. BTW  Exterieur Buitenspiegels elektrisch verstel- en verwarmbaar Centrale deurvergrendeling met afstandsbediening Elektronisch Sper Differentieel Warmtewerend glas Zijschuifdeur rechts  Infotainment Radio-cd/mp3 speler  Interieur Airco Boordcomputer Cruise control Elektrische ramen voor Houten vloer in laadruimte Stuurbekrachtiging Stuur verstelbaar  Veiligheid Airbag bestuurder Alarm klasse 1(startblokkering) Anti Blokkeer Systeem Anti doorSlip Regeling   Onze verkoop en prijsstelling is gericht op de zakelijke markt, onze prijzen zijn exclusief BTW en BPM! Voor consumenten gelden andere tarieven dan genoemd in de advertentie.  Wilt u een voertuig onderbrengen in een financiering? Wij kunnen vrijblijvend voor u een voorstel uitwerken en de mogelijkheden bespreken.  U kunt voor deze auto bij ons een keuze maken uit de volgende servicecomponenten:  -Voertuig zo mee als geadverteerd zonder meerprijs;  -Wassen en poetsen -Kleine onderhoudsbeurt -APK Meerprijs € 350,- excl. BTW  -Wassen en poetsen -Grote onderhoudsbeurt -APK -3 Maanden garantie Meerprijs € 750,- excl. BTW  Advertentie is voorbehouden aan prijswijzigingen en invoerfouten  Twigt Trucks BV Hoofdweg-Noord 27 2913LB NIEUWERKERK YSSEL Tel: 0180 317272 Fax: 0180 317222 E-mail: Bart.twigt@kpnmail.nl";Nieuwerkerk aan den IJssel;11;https://link.marktplaats.nl/m1548025788;112;true;;true;true;;;;true;;true;true;;true;true;true;18 juni 2007;;true;true;;true;true;;true;;;;;;;;;;;;;;;;;;;;;;;;;;;
02 oktober 2014;2005;Diesel;Gesloten Wagen;05-BS-RX;385055;;Volkswagen Transporter;2.461 cc;;2750;;Automaat 6 versnellingen;2.5 TDI 340;131;08 mei '20, 09:51; Volkswagen Transporter 2.5 TDI 340  Carrosserievorm: Bestelauto Transmissie: Automaat Aandrijving: Voorwielaandrijving Aantal cilinders: 5 Ledig gewicht: 2.020 kg Laadvermogen: 1.003 kg GVW: 2.800 kg Max. trekgewicht: 2.500 kg Wielbasis: 340 cm BTW: De getoonde prijs is exclusief BTW BTW/marge: BTW verrekenbaar voor ondernemers Motorrijtuigenbelasting: € 121 per kwartaal  Optiepakketten Elektrisch-pakket (Buitenspiegels elektrisch verstelbaar, Buitenspiegels verwarmbaar, Centrale deurvergrendeling met afstandsbediening, Elektrische ramen voor)  Opties en accessoires ABS Achterklep met ruit Airbag bestuurder Airco Anti Blokkeer Systeem Anti Slip Control Automatisch Sper Differentieel Buitenspiegels elektrisch verstelbaar Buitenspiegels verwarmbaar Centrale deurvergrendeling met afstandsbediening Elektrische ramen voor Elektronisch sperdifferentieel Navigatie-systeem Startblokkering Stuurbekrachtiging Stuur verstelbaar Traction control Warmtewerend glas Zijschuifdeur rechts   LET OP!  Prijs is exclusief BTW.  Spruitstuk lekt.  Autobedrijf Het Spoor Emmen Roald amundsenstraat 24 7825 AT EMMEN Mobiel: 0031650502609 Telefoon: 0031591555846  Wij kunnen helpen met export-documenten! We can help with export-documents! Wir können mit dem Export Dokumenten helfen! Mozemy pomóc w dokumentach eksportowych! My mozhem pomoch' s eksportnykh dokumentov! Nous pouvons vous aider avec des documents d'exportation!  Autobedrijf Het Spoor B.V. Roald Amundsenstraat 24 7825AT EMMEN Tel: 0591555846 E-mail: hetspoor@hotmail.com;Emmen;11;https://link.marktplaats.nl/m1548056985;430;true;;true;true;;;;;;;true;;;true;true;08 april 2005;;;true;164 km/h;true;true;;true;;;;;;true;;;;;;;;;;;;;;;;;;;;;
